Gene_ID,decay_rate,std.error,conf.low,conf.high
ENSDARG00000000489,0.15254672197213695,0.074620693365997,-0.013718544078795358,0.31881198802306926
ENSDARG00000000529,-0.12461155618152318,0.026745434002860183,-0.18420409679653071,-0.06501901556651564
ENSDARG00000000540,-0.06741272522023269,0.020056241621611442,-0.11210081640216933,-0.02272463403829604
ENSDARG00000000542,0.14347169861067113,0.022136550509396054,0.09414839037172924,0.19279500684961304
ENSDARG00000000551,-0.01450347090168444,0.056904603131199084,-0.14129482799516888,0.1122878861918
ENSDARG00000000567,-0.16676271780652113,0.043293379714577564,-0.2632263791823658,-0.07029905643067644
ENSDARG00000000568,-0.2175256923174377,0.03532418054421968,-0.29623287140259125,-0.1388185132322842
ENSDARG00000000588,-0.5517084942399145,0.0756554843107606,-0.7202794181985582,-0.3831375702812708
ENSDARG00000000631,-0.0629652072677577,0.03403961127082182,-0.13881018764678565,0.012879773111270268
ENSDARG00000000656,-0.12971590379244455,0.09070043357060004,-0.3318090637230986,0.07237725613820953
ENSDARG00000000666,0.0756692027696583,0.036448123684975284,-0.0055422776948362285,0.15688068323415283
ENSDARG00000000690,0.03785654124445281,0.03153958131469669,-0.03241802525820321,0.10813110774710884
ENSDARG00000000729,-0.08677801887839029,0.029644711489751046,-0.1528305523046285,-0.020725485452152095
ENSDARG00000000730,-0.20180986683946137,0.025187105368405183,-0.257930234879877,-0.14568949879904572
ENSDARG00000000747,-0.47939508978323275,0.05731760132780122,-0.6071066642043667,-0.35168351536209885
ENSDARG00000000760,-0.5010192197920562,0.07734848153949826,-0.6733623766523553,-0.32867606293175705
ENSDARG00000000779,0.00507964680606934,0.03252421517607205,-0.06738882065809838,0.07754811427023707
ENSDARG00000000796,-0.1175451242132426,0.05264051202248873,-0.2348354942390003,-2.547541874849263e-4
ENSDARG00000000830,-0.22144725842247281,0.04075213398485358,-0.3122486714554753,-0.13064584538947033
ENSDARG00000000837,0.06529855388952643,0.0166967931737559,0.02809578031550171,0.10250132746355116
ENSDARG00000000853,-0.1116541744625649,0.014396723247331706,-0.14373207287123868,-0.07957627605389113
ENSDARG00000000857,-0.08877507367463594,0.02286904684206488,-0.1397304854513347,-0.037819661897937173
ENSDARG00000000861,0.10326438920321043,0.0245973672816693,0.04845803950634706,0.1580707389000738
ENSDARG00000000887,0.06825159359566445,0.025703853224097295,0.01097983958130061,0.12552334761002829
ENSDARG00000000906,-0.12843682844200788,0.08326529171237566,-0.3139634599283228,0.05708980304430705
ENSDARG00000000935,-0.03173059675503165,0.06219589209391437,-0.1703116803634282,0.1068504868533649
ENSDARG00000000966,0.25293271249855365,0.04153471297759678,0.16038760480707176,0.34547782019003553
ENSDARG00000001014,0.2518159409808293,0.04356134062403495,0.15475522549180903,0.3488766564698496
ENSDARG00000001015,-0.029017473354059995,0.032419834238911364,-0.10125336559673326,0.043218418888613275
ENSDARG00000001057,0.12687519591686544,0.06415485700382761,-0.016070733516986596,0.26982112535071745
ENSDARG00000001129,0.24265587800767147,0.028835896755932112,0.17840549611391415,0.3069062599014288
ENSDARG00000001162,0.08941569896699182,0.02024208120941096,0.04431353137924196,0.13451786655474168
ENSDARG00000001169,-0.4356967439200402,0.06546585157961897,-0.5815637513029562,-0.2898297365371242
ENSDARG00000001210,-0.45092070345030427,0.04957819193957832,-0.5613877991221115,-0.3404536077784971
ENSDARG00000001220,0.26056787908555784,0.041840335727754537,0.16734180147039857,0.3537939567007171
ENSDARG00000001241,-0.026780512565898057,0.015866073174830693,-0.06213232663519552,0.008571301503399409
ENSDARG00000001244,0.13462151144235032,0.038504759656120845,0.048827560466153844,0.22041546241854681
ENSDARG00000001249,-0.6902600915545626,0.06911895914030289,-0.8442667298239233,-0.5362534532852019
ENSDARG00000001259,-0.10730511323963579,0.0410984139217449,-0.19887808605368917,-0.015732140425582408
ENSDARG00000001313,-0.19104762513920617,0.04314632457003728,-0.2871836272341162,-0.09491162304429612
ENSDARG00000001431,0.03661706228600029,0.035288761178854725,-0.042011197535070884,0.11524532210707147
ENSDARG00000001442,-0.15267224402075713,0.031032037452234765,-0.22181593232437458,-0.0835285557171397
ENSDARG00000001447,-0.40774757147661206,0.037482149608301686,-0.49126300527483113,-0.324232137678393
ENSDARG00000001452,-0.1836392389909814,0.019025202156853806,-0.2260300310835604,-0.14124844689840238
ENSDARG00000001470,-0.044248562140612055,0.022913072801125162,-0.095302069867189,0.0068049455859648875
ENSDARG00000001549,0.1257324008360698,0.02738891553381465,0.06470609402140699,0.1867587076507326
ENSDARG00000001557,0.018650277515246585,0.01100152390825788,-0.005862645335798673,0.04316320036629184
ENSDARG00000001558,-0.05519745107853944,0.024390195511619264,-0.10954219330551956,-8.527088515593237e-4
ENSDARG00000001578,0.0879415758099368,0.026148941211509603,0.029678103958267234,0.14620504766160639
ENSDARG00000001621,-0.062151019337926106,0.0265637236819607,-0.12133868412713061,-0.0029633545487215973
ENSDARG00000001676,0.07589400252629652,0.016157915757512763,0.0398919226598611,0.11189608239273194
ENSDARG00000001686,0.13628548517810238,0.09072130867387578,-0.06585418738119958,0.33842515773740434
ENSDARG00000001710,0.038697992939457325,0.03671057261449796,-0.04309826018156892,0.12049424606048356
ENSDARG00000001721,-0.048385479388492116,0.04487791544380683,-0.14837970638499293,0.0516087476080087
ENSDARG00000001729,-0.014720581749905749,0.011446444123285606,-0.040224848618088366,0.010783685118276869
ENSDARG00000001733,0.03603673719784086,0.017495572575036606,-0.0029458277943437416,0.07501930219002546
ENSDARG00000001734,-0.042931828386562516,0.021065322889043343,-0.08986829274527575,0.004004635972150707
ENSDARG00000001754,0.10913900640907685,0.025467207350499635,0.0523945322598382,0.1658834805583155
ENSDARG00000001767,-0.35061537438740714,0.05409472881771269,-0.4711459413538143,-0.23008480742099996
ENSDARG00000001769,0.10173064667499054,0.024353574306628763,0.047467501577656314,0.15599379177232478
ENSDARG00000001776,-0.20606918148815712,0.04823213419828132,-0.31353707360956357,-0.09860128936675068
ENSDARG00000001777,0.2475117862530778,0.03646103859309362,0.16627152958003494,0.32875204292612065
ENSDARG00000001781,0.11634008182430863,0.0391215935566953,0.02917173926901996,0.20350842437959732
ENSDARG00000001785,-0.3810616808690643,0.07345752629761204,-0.5447352491835771,-0.21738811255455145
ENSDARG00000001788,-0.3768527514287573,0.07323936758762425,-0.5400402318456471,-0.21366527101186747
ENSDARG00000001804,-0.05588027338392487,0.019082426126774032,-0.09839856842714804,-0.0133619783407017
ENSDARG00000001817,-0.02524910957095268,0.04076929050381293,-0.11608874971041332,0.06559053056850796
ENSDARG00000001829,0.09794856292389956,0.04858819363352821,-0.010312679058796778,0.2062098049065959
ENSDARG00000001835,-0.06142774956488621,0.17206852658294342,-0.4448203188483754,0.32196481971860297
ENSDARG00000001857,0.16957118105148947,0.0548259357772309,0.04741138344973703,0.29173097865324193
ENSDARG00000001870,-0.11133802815155,0.07580922068359629,-0.2802514980954723,0.057575441792372284
ENSDARG00000001873,0.17774023478727705,0.058186284522754865,0.04809311358939933,0.30738735598515476
ENSDARG00000001880,-0.29808249141383364,0.040935103632018244,-0.3892915862264179,-0.20687339660124937
ENSDARG00000001888,-0.0679561834630873,0.07565290784194031,-0.23652136669145157,0.10060899976527699
ENSDARG00000001890,0.10698643772397232,0.01619838882631429,0.07089417824048111,0.14307869720746352
ENSDARG00000001891,-0.3265041808458855,0.08685237646536485,-0.5200233352357032,-0.13298502645606777
ENSDARG00000001897,0.03655693615789479,0.01736507217774522,-0.0021348558288852293,0.07524872814467481
ENSDARG00000001898,-0.55776501723936045,0.0570412710140046,-0.6848608893523426,-0.43066914512637833
ENSDARG00000001910,0.013976780801330132,0.02644042571631583,-0.04493615900025018,0.07288972060291043
ENSDARG00000001912,-0.20555179322295128,0.05401906032883787,-0.32591376028942537,-0.0851898261564772
ENSDARG00000001929,0.09221263428684259,0.019715645634610212,0.048283438256373996,0.1361418303173112
ENSDARG00000001930,-0.4767573228189402,0.06521408161196933,-0.6220633517551727,-0.33145129388270766
ENSDARG00000001939,-0.19699922914101725,0.041830918880901895,-0.29020432471384094,-0.10379413356819356
ENSDARG00000001940,-0.14951861794295163,0.021278095394462175,-0.196929168987623,-0.10210806689828025
ENSDARG00000001953,-0.22154703514694704,0.09833976463013329,-0.4406616854145326,-0.002432384879361482
ENSDARG00000001968,0.20941616569051855,0.045523205931299236,0.10798414188801872,0.3108481894930184
ENSDARG00000001969,0.06756119349488217,0.033966589381230754,-0.00812108397490248,0.14324347096466683
ENSDARG00000002002,-0.006879436815293736,0.07905454971543131,-0.1830239504625267,0.16926507683193923
ENSDARG00000002006,0.09360739475623456,0.040631133170288936,0.003075588339285548,0.18413920117318355
ENSDARG00000002013,0.03926021153412953,0.0372846452442084,-0.043815155117016454,0.12233557818527552
ENSDARG00000002016,0.05621025981550852,0.020580436054009013,0.010354190652751956,0.10206632897826509
ENSDARG00000002020,-0.02807312962780338,0.03826896556020545,-0.1133416986178218,0.057195439362215036
ENSDARG00000002021,0.13856426376708156,0.026008188802265648,0.08061440782695911,0.196514119707204
ENSDARG00000002031,0.017066617408595885,0.024593039288806105,-0.03773008891921788,0.07186332373640965
ENSDARG00000002037,-0.006946205826706608,0.02792900976753506,-0.06917591758725561,0.05528350593384239
ENSDARG00000002060,-0.5385656019730456,0.04797519089771482,-0.6454609887437022,-0.43167021520238896
ENSDARG00000002071,0.08796668457259355,0.0653730431129553,-0.05769353265995589,0.23362690180514298
ENSDARG00000002077,-0.4339845823824895,0.040216376282236926,-0.5235922528630409,-0.3443769119019381
ENSDARG00000002082,-0.03902279067690653,0.022277787185011454,-0.08866079384011248,0.010615212486299416
ENSDARG00000002127,0.08303589974704523,0.021225408591244097,0.03574274221561101,0.13032905727847943
ENSDARG00000002128,0.1333810249869466,0.03290103767546499,0.06007294467157888,0.20668910530231432
ENSDARG00000002131,0.18623146972446203,0.07291431680643351,0.023768247582011792,0.34869469186691227
ENSDARG00000002165,-0.046732621939968,0.050833412809729916,-0.15999652400038397,0.06653128012044796
ENSDARG00000002167,0.038904506913282066,0.022395011538830036,-0.010994688387066048,0.08880370221363018
ENSDARG00000002168,0.08052621099250287,0.030139351550703443,0.013371550828707779,0.14768087115629797
ENSDARG00000002174,-0.2738982723954235,0.0853391819862933,-0.4640458193758108,-0.08375072541503628
ENSDARG00000002184,0.11408108492739562,0.02308925523129378,0.06263501828312262,0.1655271515716686
ENSDARG00000002190,-0.01797357028380198,0.0182234880684875,-0.05857803206790728,0.022630891500303316
ENSDARG00000002197,-0.038997195863537164,0.05629023139049694,-0.16441964741200077,0.08642525568492643
ENSDARG00000002210,-0.1429844830277456,0.09937364433477251,-0.36440276083351786,0.07843379477802667
ENSDARG00000002213,-0.20518222051961835,0.04523194641386177,-0.30596527767530496,-0.10439916336393172
ENSDARG00000002215,0.05732349642483436,0.01729204516366474,0.0187944187653716,0.09585257408429712
ENSDARG00000002217,0.07472250199592513,0.03338581954767238,3.3426035635349127e-4,0.14911074363549676
ENSDARG00000002220,-0.3391734897656281,0.08245063502494063,-0.5228849530356385,-0.15546202649561763
ENSDARG00000002231,0.07657395379714847,0.026205718975824237,0.018183973202880538,0.1349639343914164
ENSDARG00000002235,0.053777577705295725,0.0451068754027753,-0.046726803871331914,0.15428195928192337
ENSDARG00000002240,0.009869466658272574,0.043714517696988996,-0.08753254861823015,0.10727148193477529
ENSDARG00000002249,0.028693852373617965,0.027994240159394806,-0.03368120175736403,0.09106890650459995
ENSDARG00000002255,0.17290693838517707,0.07619172282750059,0.0031412005534535437,0.34267267621690056
ENSDARG00000002264,-0.26322196161360517,0.15104902262481015,-0.5997801574784984,0.07333623425128805
ENSDARG00000002267,-0.035337728485738615,0.014955687099887299,-0.06866107597114743,-0.0020143810003298013
ENSDARG00000002271,-0.15513038749908517,0.03484983978249172,-0.23278066950395185,-0.07748010549421849
ENSDARG00000002285,0.038168644724475564,0.031854055805781475,-0.032806614609725074,0.1091439040586762
ENSDARG00000002298,-0.42583884831270663,0.05736493334950777,-0.553655885050348,-0.29802181157506524
ENSDARG00000002304,-0.3756041485576567,0.03416846115545226,-0.4517362243707037,-0.29947207274460974
ENSDARG00000002305,0.06171219610744326,0.02544431774778651,0.0050187231713162556,0.11840566904357026
ENSDARG00000002330,-0.17862623415421663,0.05863420941486864,-0.3092713942069848,-0.047981074101448445
ENSDARG00000002332,-0.10251182329046074,0.06692829274100062,-0.25163735264379516,0.046613706062873655
ENSDARG00000002333,0.07320895330185144,0.035017744592452514,-0.0048154439335242605,0.15123335053722714
ENSDARG00000002339,-0.4593103037290504,0.08112476585929235,-0.6400675463984293,-0.2785530610596715
ENSDARG00000002344,-0.14876156429459947,0.02151233167728978,-0.1966940263015839,-0.10082910228761506
ENSDARG00000002347,-0.16077917533089164,0.019895342009671454,-0.20510875983619528,-0.116449590825588
ENSDARG00000002355,-0.11967190310921096,0.03978137526478573,-0.2083103309221258,-0.031033475296296117
ENSDARG00000002362,-0.05535747488409254,0.015619003611285666,-0.09015878365971206,-0.02055616610847303
ENSDARG00000002365,-0.23002772540125394,0.0155690379764686,-0.2647177038046734,-0.1953377469978345
ENSDARG00000002369,-0.0924335944998993,0.021878970060867135,-0.14118297773396185,-0.043684211265836735
ENSDARG00000002377,-0.3128012940939966,0.043614507410179755,-0.40998047256486136,-0.21562211562313183
ENSDARG00000002385,0.13141963930906167,0.04637551944342065,0.028088542656131255,0.23475073596199209
ENSDARG00000002396,-0.10930167236415815,0.02440509355077243,-0.16367960949099386,-0.054923735237322455
ENSDARG00000002401,0.08920905488771495,0.030185548216198135,0.02195146213869892,0.156466647636731
ENSDARG00000002402,0.08421817272279701,0.022817152560837342,0.033378388610297224,0.1350579568352968
ENSDARG00000002403,-0.11486188455249254,0.027406208918189765,-0.17592672342876386,-0.05379704567622121
ENSDARG00000002406,-0.056975736416759855,0.048212005329514245,-0.16439877862361985,0.05044730579010013
ENSDARG00000002463,-0.014353392381473722,0.017638757534420704,-0.05365499334468211,0.024948208581734667
ENSDARG00000002467,-0.151941033726673,0.029181390686148778,-0.2169612240694715,-0.08692084338387453
ENSDARG00000002479,0.12225466397586562,0.023140484681532705,0.07069445100314939,0.17381487694858186
ENSDARG00000002487,-0.15869311678729736,0.08187659735156552,-0.34112554441475695,0.02373931084016223
ENSDARG00000002494,-0.2998134622212022,0.05245601440772141,-0.416692745943398,-0.1829341784990064
ENSDARG00000002506,-0.35074012926218767,0.05238076591658347,-0.4674517488977257,-0.23402850962664962
ENSDARG00000002509,-0.3006896248673644,0.04851478205810199,-0.40878729566666805,-0.19259195406806073
ENSDARG00000002523,-0.02406326562947223,0.02647763274057639,-0.08305910784737429,0.034932576588429826
ENSDARG00000002536,0.1510054662396925,0.025771051449097825,0.09358398524942046,0.20842694722996452
ENSDARG00000002538,0.026852296547889593,0.021419329571429543,-0.020872943853711086,0.07457753694949026
ENSDARG00000002546,-0.028828787778712936,0.02417420698128904,-0.08269227756968087,0.025034702012255
ENSDARG00000002549,0.0028589955390421096,0.028239627065404675,-0.06006281469098917,0.06578080576907339
ENSDARG00000002552,0.037144919826441025,0.01962083272360787,-0.0065730198733533265,0.08086285952623537
ENSDARG00000002564,-0.014389456158195339,0.04695255919483484,-0.11900627750039221,0.09022736518400153
ENSDARG00000002571,0.3031466565225018,0.030242937706374526,0.23576119202072804,0.3705321210242755
ENSDARG00000002589,-0.13067082296267835,0.07295059510871046,-0.293214878199916,0.031873232274559266
ENSDARG00000002591,-0.04156245139242674,0.0254085087998551,-0.09817613702041902,0.015051234235565543
ENSDARG00000002597,0.048152768081224026,0.044639773510186186,-0.05131084562068952,0.14761638178313757
ENSDARG00000002607,-0.058530890490051925,0.06332824696665458,-0.1996350179846369,0.08257323700453306
ENSDARG00000002609,0.05755188948497395,0.03073082210365502,-0.010920649197658346,0.12602442816760626
ENSDARG00000002613,-0.0854350167643798,0.02949006541417955,-0.15114297726132994,-0.019727056267429655
ENSDARG00000002632,0.14091139773754102,0.022963745127163933,0.08974498503259659,0.19207781044248545
ENSDARG00000002642,0.06780342294999084,0.03121476018685281,-0.0017473969777702242,0.1373542428777519
ENSDARG00000002656,-0.1696639760129485,0.05765481762811678,-0.29812691517433865,-0.041201036851558376
ENSDARG00000002659,0.09252735977332345,0.017601882539081855,0.05330792141989637,0.13174679812675053
ENSDARG00000002663,0.006113645898068771,0.01779088690720636,-0.03352692043117164,0.04575421222730919
ENSDARG00000002666,-0.11450196995647591,0.022584616651447818,-0.16482363177478293,-0.06418030813816888
ENSDARG00000002670,-0.11918630637701828,0.01616313813868632,-0.1552000224338464,-0.08317259032019018
ENSDARG00000002682,-0.053058914616723234,0.04866878141188451,-0.1614997173593705,0.05538188812592402
ENSDARG00000002685,-0.26232924159582627,0.04089446495899738,-0.3534477878021596,-0.17121069538949293
ENSDARG00000002690,-0.00370912725356286,0.030805561695944596,-0.07234819612555718,0.06492994161843146
ENSDARG00000002696,0.018561141366763664,0.059992583623664726,-0.1151106650361592,0.15223294776968654
ENSDARG00000002710,0.129065733004914,0.02354724561109248,0.07659920020157557,0.18153226580825244
ENSDARG00000002720,-0.027460592102553874,0.036660060447464136,-0.10914429710171403,0.05422311289660628
ENSDARG00000002731,0.2148625300574126,0.03341370026309671,0.14041216631258285,0.28931289380224234
ENSDARG00000002745,-0.13342663061173696,0.04893880249420441,-0.24246907781875657,-0.024384183404717347
ENSDARG00000002748,-0.3405067680192936,0.052687234923153414,-0.45790124315529973,-0.22311229288328743
ENSDARG00000002750,-0.11993192755456895,0.040199092238815744,-0.20950108678645418,-0.03036276832268371
ENSDARG00000002754,-0.3156673041999561,0.037576500869851204,-0.39939296570976757,-0.2319416426901446
ENSDARG00000002758,-0.2153320978828056,0.05178957536784407,-0.3307264628877703,-0.09993773287784093
ENSDARG00000002760,-0.5934320099028838,0.06999776641379225,-0.7493967528017142,-0.43746726700405336
ENSDARG00000002779,-0.1621787204717832,0.05056645705954864,-0.2748478080534591,-0.04950963289010729
ENSDARG00000002787,-0.36807081549917087,0.05033279989994268,-0.48021928248548396,-0.2559223485128578
ENSDARG00000002790,0.09040575353121898,0.045694729174264426,-0.01140844787295027,0.19221995493538824
ENSDARG00000002791,0.06165598012155938,0.01366582092401801,0.03120663357646789,0.09210532666665087
ENSDARG00000002792,0.11228261632340585,0.019546309447314572,0.0687307248308979,0.1558345078159138
ENSDARG00000002795,-0.08991357339028154,0.057489610191650914,-0.21800840744384498,0.03818126066328191
ENSDARG00000002798,-0.2911811703402128,0.060901434565086975,-0.4268780228363829,-0.15548431784404274
ENSDARG00000002826,-0.6820077122222357,0.052563300603467235,-0.7991260444854545,-0.5648893799590168
ENSDARG00000002830,0.05705554210166204,0.029998968120827883,-0.009786324287852227,0.12389740849117631
ENSDARG00000002831,0.049990962982043974,0.07775998705790746,-0.1232690853116295,0.22325101127571745
ENSDARG00000002840,0.11666291721053368,0.02397392911248983,0.06324567432023027,0.1700801601008371
ENSDARG00000002847,-0.07856177853247197,0.09649984864266828,-0.2935768405039961,0.1364532834390521
ENSDARG00000002872,-0.5993109866264758,0.09672554622136571,-0.8148289341418948,-0.38379303911105667
ENSDARG00000002877,0.22247991714280388,0.04274605770070421,0.12723576521061777,0.31772406907498996
ENSDARG00000002880,0.11607551820291326,0.03599874762845939,0.03586530998909414,0.19628572641673236
ENSDARG00000002894,0.09031239591229412,0.05530200304845117,-0.03290814567262329,0.21353293749721153
ENSDARG00000002897,-0.12945352821875794,0.06112307715491494,-0.26564423118057856,0.006737174743062679
ENSDARG00000002909,-0.11772266346188552,0.012226786177303968,-0.14496564077846522,-0.09047968614530583
ENSDARG00000002912,0.07755750675213288,0.02536511278472958,0.021040513471463157,0.1340745000328026
ENSDARG00000002916,0.19647943030073625,0.025011882763037792,0.14074948255508596,0.25220937804638655
ENSDARG00000002933,-0.17672367687297813,0.0783654724187542,-0.3513328306234631,-0.0021145231224931615
ENSDARG00000002937,-0.04276192293732911,0.03715743609028393,-0.1255538499302877,0.04003000405562948
ENSDARG00000002945,0.08098622504561391,0.042050482193985,-0.012708088075561091,0.1746805381667889
ENSDARG00000002947,0.05920160952384905,0.0200792609531318,0.014462228075005142,0.10394099097269296
ENSDARG00000002949,-0.04953380110156216,0.013226837225433557,-0.079005031012449,-0.020062571190675314
ENSDARG00000002952,-0.2807447543697038,0.0644780746578925,-0.42441085761622566,-0.13707865112318196
ENSDARG00000002956,-0.3319986594222076,0.038749461154069194,-0.4183378393131221,-0.2456594795312931
ENSDARG00000002967,-0.07060680883206696,0.05012992117092851,-0.182303233840022,0.04108961617588809
ENSDARG00000002970,0.12509826407854405,0.011426288570396298,0.09963890658083735,0.15055762157625074
ENSDARG00000002971,0.15208309377589552,0.0291019186713529,0.08723997811690934,0.2169262094348817
ENSDARG00000002991,-0.19777069726935279,0.02596380058987271,-0.2556216501088723,-0.13991974442983326
ENSDARG00000002994,-0.025938376838806853,0.020568604298784248,-0.07176808320805993,0.019891329530446217
ENSDARG00000003008,-0.07035497579487907,0.021446139256870535,-0.11813995189822035,-0.022569999691537786
ENSDARG00000003017,-0.01750702112342658,0.03533995713787083,-0.09624935264984621,0.061235310402993064
ENSDARG00000003021,0.0341927174094065,0.03747419245298509,-0.04930498674190039,0.11769042156071338
ENSDARG00000003027,-0.28149051963461363,0.09819231865850127,-0.500276639804237,-0.06270439946499026
ENSDARG00000003032,0.12308632995627584,0.012460526372814657,0.09532254702880791,0.15085011288374378
ENSDARG00000003035,0.08554301244738047,0.0331816853717087,0.011609610096291703,0.15947641479846925
ENSDARG00000003041,-0.11828292137580432,0.02619584748951807,-0.17665090692790664,-0.05991493582370201
ENSDARG00000003046,-0.043321782092182515,0.028709352791783094,-0.10729020646293502,0.020646642278569993
ENSDARG00000003058,-0.2249769507798114,0.050269799084552924,-0.3369850432016478,-0.11296885835797499
ENSDARG00000003061,-0.04547194226262683,0.021589135675365904,-0.09357553424171253,0.0026316497164588643
ENSDARG00000003068,0.162752255561114,0.03939871408627341,0.07496644998718932,0.2505380611350387
ENSDARG00000003069,0.07949762695808946,0.05858587858710394,-0.05103984529958755,0.21003509921576646
ENSDARG00000003084,-0.0551021129285117,0.03380445480123046,-0.13042313204134723,0.020218906184323822
ENSDARG00000003085,-0.4507668628714343,0.06710407388634707,-0.6002840570241618,-0.30124966871870684
ENSDARG00000003087,0.12790205338517352,0.0207779224729882,0.08160595705954979,0.17419814971079725
ENSDARG00000003091,-0.24948674342649324,0.03116776650708047,-0.3189328549105558,-0.1800406319424307
ENSDARG00000003098,0.17435698568668667,0.03484312257205478,0.0967216705593715,0.2519923008140018
ENSDARG00000003109,0.08955927441852098,0.02176653392953413,0.04106041449704852,0.13805813433999342
ENSDARG00000003127,-0.24306980842773793,0.013323415758462279,-0.2727562287203339,-0.21338338813514196
ENSDARG00000003132,0.009480410578408604,0.044076567899439416,-0.08872830282054339,0.1076891239773606
ENSDARG00000003142,-0.2856556289015651,0.05909819138651598,-0.4173346052119819,-0.1539766525911483
ENSDARG00000003144,0.10575318825634442,0.020337937197316268,0.06043744021774721,0.1510689362949416
ENSDARG00000003151,0.07984410558696786,0.02344064848078407,0.027615085991179844,0.13207312518275588
ENSDARG00000003153,-0.10435739479679071,0.028060865482603756,-0.16688089939894069,-0.04183389019464072
ENSDARG00000003157,-0.6707282667007035,0.08471651639870295,-0.8594884282935858,-0.4819681051078212
ENSDARG00000003167,0.1288914675539697,0.02069727870661143,0.08277505673738057,0.17500787837055887
ENSDARG00000003169,0.01787992082031426,0.012653311643412712,-0.010313414458663892,0.046073256099292415
ENSDARG00000003175,0.04902404693226778,0.03353838290266967,-0.025704127045962685,0.12375222091049824
ENSDARG00000003189,0.11345579261168774,0.013458625732552649,0.08346810572264496,0.14344347950073053
ENSDARG00000003197,-0.019135374850791656,0.04165979848316694,-0.11195919041705478,0.07368844071547147
ENSDARG00000003200,0.19077829632387688,0.06323369335536717,0.04988484740419699,0.3316717452435568
ENSDARG00000003205,-0.04008370529811945,0.017575840142401405,-0.07924511757570399,-9.222930205349117e-4
ENSDARG00000003206,0.025998225152728576,0.0911839084674839,-0.1771721839796325,0.22916863428508963
ENSDARG00000003207,-0.23623338735548002,0.06816639783191553,-0.3881175867647239,-0.08434918794623614
ENSDARG00000003208,-0.1313867740706994,0.03797423560553114,-0.21599864379786385,-0.046774904343534957
ENSDARG00000003213,0.12348558013994804,0.021659749208922933,0.07522465140326788,0.17174650887662818
ENSDARG00000003217,-0.14655052192378476,0.016225447787434247,-0.18270307252984175,-0.11039797131772779
ENSDARG00000003219,0.03590319414509088,0.05021900465809604,-0.07599172124169257,0.14779810953187433
ENSDARG00000003229,-0.10065775554130289,0.03352765493794923,-0.175362026124537,-0.025953484958068776
ENSDARG00000003235,-0.15031142568344846,0.016018131865781004,-0.1860020476298345,-0.11462080373706243
ENSDARG00000003244,-0.47183012136097374,0.07496724546641595,-0.6388675536110869,-0.30479268911086055
ENSDARG00000003250,-0.4352124551360173,0.03749364420859416,-0.5187535004997361,-0.3516714097722985
ENSDARG00000003251,0.03894921725814208,0.032838016436917083,-0.034218442987116744,0.11211687750340091
ENSDARG00000003257,-0.2619177632705735,0.03269909233565712,-0.3347758813283377,-0.18905964521280927
ENSDARG00000003269,0.11653082816496713,0.01533624277187506,0.08235954980145863,0.15070210652847563
ENSDARG00000003270,0.04999420539368643,0.021893540813383044,0.0012123564998405,0.09877605428753236
ENSDARG00000003281,0.05988319209081057,0.04395037095118236,-0.03804433698472777,0.15781072116634892
