gene_id,PLS1,PLS2,specie
ENSDARG00000000837,-0.9180483486715729,1.5949547513693285,fish
ENSDARG00000000853,3.807773137283962,-4.021390247061917,fish
ENSDARG00000000857,-0.13224974898337744,0.8711745939601792,fish
ENSDARG00000000861,1.1030861237182068,2.1456445871734693,fish
ENSDARG00000000887,-1.2908254705850173,0.08951314017292557,fish
ENSDARG00000000906,-0.29327565516018245,1.863192252739365,fish
ENSDARG00000000935,-0.6107852876802585,-2.262742942158442,fish
ENSDARG00000000943,0.3679089847717096,-0.7670387468499325,fish
ENSDARG00000000966,2.1772891063064526,1.8089504016753992,fish
ENSDARG00000001014,4.18974791197388,-0.948832900774786,fish
ENSDARG00000001015,1.840231496645139,-1.7827054096145742,fish
ENSDARG00000001127,3.057773106976124,-0.8362472356489323,fish
ENSDARG00000001129,0.5279044241427759,0.13866431458269343,fish
ENSDARG00000001162,-2.8407494684893493,2.274109253595338,fish
ENSDARG00000001169,1.7587998365182962,1.8884919220333882,fish
ENSDARG00000001210,-0.4003333913316988,-2.528957017619145,fish
ENSDARG00000001220,0.8553441920591016,1.0955376098995355,fish
ENSDARG00000001234,-2.0866087587826847,-0.0888823556676023,fish
ENSDARG00000001241,2.4653634500479193,3.826637290986692,fish
ENSDARG00000001244,-0.23813960306084497,0.126046785741798,fish
ENSDARG00000001249,-3.4316922741153983,-2.9020320557124415,fish
ENSDARG00000001303,1.552672974323789,0.30043024765927356,fish
ENSDARG00000001313,-2.5449494234530516,-1.4666321302864094,fish
ENSDARG00000001354,-1.445289906455173,0.8681836146942397,fish
ENSDARG00000001431,4.875594581764083,0.4064843229269845,fish
ENSDARG00000001437,2.0030407306844804,2.2588291386897486,fish
ENSDARG00000001442,-1.7176525339553275,0.2829659489295644,fish
ENSDARG00000001447,-1.1353731258885653,0.42498844207064773,fish
ENSDARG00000001452,-3.698574705770739,1.0025716239922542,fish
ENSDARG00000001463,1.7384374088057013,-0.29924656890589085,fish
ENSDARG00000001470,-1.6708940683531872,1.5353779277187367,fish
ENSDARG00000001498,-1.133130475431248,1.7187761081053397,fish
ENSDARG00000001549,4.049450508956066,-0.456305462283289,fish
ENSDARG00000001557,0.2393575753224459,1.1757362750631322,fish
ENSDARG00000001558,1.0065649620086468,1.4021299303787311,fish
ENSDARG00000001559,0.8064195454607896,0.5951839571399508,fish
ENSDARG00000001572,1.053787012256837,-0.4064258635117022,fish
ENSDARG00000001578,0.5373642333899047,1.9929673117300895,fish
ENSDARG00000001621,2.2425779198012625,3.288474831365193,fish
ENSDARG00000001634,2.6025466001508653,-0.0016506305410954967,fish
ENSDARG00000001656,-0.6196329085318768,2.5252753395856544,fish
ENSDARG00000001676,3.1436908259222265,-1.3384444937812678,fish
ENSDARG00000001686,0.2789829850072379,1.2865778855812864,fish
ENSDARG00000001710,2.6992426796177553,1.5434932564986195,fish
ENSDARG00000001712,-0.6200132152363692,-3.135490314410306,fish
ENSDARG00000001721,-2.8352834605406563,-0.9762634426805642,fish
ENSDARG00000001729,-0.5203015047342828,2.3336879581866565,fish
ENSDARG00000001733,-2.133716725147102,1.4988371839286163,fish
ENSDARG00000001734,0.8408458260023436,2.239425267496408,fish
ENSDARG00000001754,0.22777097943041713,1.330999924020111,fish
ENSDARG00000001760,-3.8670970238455813,1.844152145641949,fish
ENSDARG00000001767,-1.511111473191234,1.1619842858408231,fish
ENSDARG00000001769,2.246368115048937,1.1650636054814454,fish
ENSDARG00000001776,-0.010402033112693857,-0.265138043878005,fish
ENSDARG00000001777,3.005624105524908,-1.0639331025591043,fish
ENSDARG00000001781,0.910457104793571,-1.4598392312231236,fish
ENSDARG00000001782,-2.239221692913814,0.5867938737748458,fish
ENSDARG00000001785,2.377957754278831,-2.6095306975351003,fish
ENSDARG00000001788,3.804842317706037,3.3172380266193544,fish
ENSDARG00000001803,2.211893338412251,-0.5642907393639142,fish
ENSDARG00000001804,-1.3684437708439532,-0.7295257079869936,fish
ENSDARG00000001807,0.8466009556216406,-0.3317519865657298,fish
ENSDARG00000001818,-1.1357123293352123,1.5327479796474688,fish
ENSDARG00000001829,-2.4523378340335626,1.5262476923250439,fish
ENSDARG00000001835,0.3650875404427487,-0.6295823665868411,fish
ENSDARG00000001859,-2.6898644282612545,-2.7852592661395694,fish
ENSDARG00000001870,0.9435160040943532,3.265515732992992,fish
ENSDARG00000001873,1.6451514766565607,1.8109505763898497,fish
ENSDARG00000001880,-0.43546290977581387,1.7170107680730664,fish
ENSDARG00000001881,-0.1536735112613422,1.2711975380729603,fish
ENSDARG00000001882,0.27262051044503166,2.156216885921797,fish
ENSDARG00000001888,1.0761749214383585,1.1331788166315893,fish
ENSDARG00000001889,4.920681589081053,3.0536822205600513,fish
ENSDARG00000001890,2.040577138629514,-0.2555496672278598,fish
ENSDARG00000001891,-0.3937357528502919,0.4453852231391699,fish
ENSDARG00000001897,0.7861013335450727,1.4086934995921068,fish
ENSDARG00000001898,-1.6886837952405296,1.895298875731967,fish
ENSDARG00000001906,0.7722413637639728,-1.0868822323705576,fish
ENSDARG00000001910,0.6962837807729839,-0.4682278794090761,fish
ENSDARG00000001912,0.26639837304607117,-0.5917885235809645,fish
ENSDARG00000001913,-1.7909058619615623,1.49771050274636,fish
ENSDARG00000001929,1.9575373822765485,-0.47020965986709745,fish
ENSDARG00000001930,0.5034939722612497,-2.009181260144839,fish
ENSDARG00000001933,-1.1543143771206104,0.8091671358985397,fish
ENSDARG00000001937,-0.06546370613769978,1.2273884543734264,fish
ENSDARG00000001939,1.7503219991686965,-0.4009404291959477,fish
ENSDARG00000001940,-0.7339655771601263,0.7742813536528798,fish
ENSDARG00000001953,0.3789478457834072,1.1427634288438975,fish
ENSDARG00000001968,0.6481705796278946,-0.49993256477377174,fish
ENSDARG00000001969,0.9206634609788859,-0.7496571056288978,fish
ENSDARG00000001971,2.0923837764034294,-0.9763728911265434,fish
ENSDARG00000001975,1.320924834545112,1.7554048453500475,fish
ENSDARG00000001993,0.460783677788706,2.1687581478777904,fish
ENSDARG00000001994,3.0654143361150767,1.5757743029902271,fish
ENSDARG00000001999,-1.0434308154213052,-1.7914331612916896,fish
ENSDARG00000002002,-0.7994360286355614,0.007886118111944444,fish
ENSDARG00000002006,1.1259665202204232,-0.4165775539071524,fish
ENSDARG00000002013,-0.7585622359174002,-1.8228363109012853,fish
ENSDARG00000002016,-0.6175188333972744,1.520340762141263,fish
ENSDARG00000002020,-0.5790892010710943,-0.09763325560868764,fish
ENSDARG00000002021,1.3854533169652856,1.5863477944160314,fish
ENSDARG00000002026,3.8982387931012297,-0.39680311675645175,fish
ENSDARG00000002031,1.982544304937251,3.7616863170062067,fish
ENSDARG00000002037,-0.9224434966034994,0.058738937007638214,fish
ENSDARG00000002060,0.06760518641784452,-1.9727127959848625,fish
ENSDARG00000002071,1.3623232164999493,1.803732411683255,fish
ENSDARG00000002077,0.22639682902725655,0.19719843268411763,fish
ENSDARG00000002082,0.0365359284949278,1.185937311999143,fish
ENSDARG00000002097,-0.5585349293737844,-1.5562042766744213,fish
ENSDARG00000002127,1.1662943068719807,3.1507920157474065,fish
ENSDARG00000002128,-0.845435319906119,0.6901966149966484,fish
ENSDARG00000002131,3.5155968665946085,0.6984227797686667,fish
ENSDARG00000002165,0.9354409489090132,1.9990483545830384,fish
ENSDARG00000002167,2.950681108466607,1.381594486792749,fish
ENSDARG00000002168,-0.8647912370532187,-2.560345024554557,fish
ENSDARG00000002172,3.2154749354614287,-3.9280496353546597,fish
ENSDARG00000002174,0.5331869640029246,0.5398714224495637,fish
ENSDARG00000002184,2.007560813840452,0.5399188282842103,fish
ENSDARG00000002190,1.12987604799196,1.6235394252277782,fish
ENSDARG00000002192,-2.0793580779157277,0.7330067490177097,fish
ENSDARG00000002193,6.275729244609783,-1.2538057863503413,fish
ENSDARG00000002194,-0.43084542510741014,-1.9472156248413437,fish
ENSDARG00000002196,0.36903110054471266,-1.1374207500588447,fish
ENSDARG00000002197,1.4376053725733249,1.0438108608233856,fish
ENSDARG00000002204,-1.1108075663045185,-1.0022547294729303,fish
ENSDARG00000002210,1.363618524432173,0.8536620227122432,fish
ENSDARG00000002213,-0.4201002826600878,0.2767237247728765,fish
ENSDARG00000002215,0.9721728765706789,0.45369577472963835,fish
ENSDARG00000002216,2.678012953625065,-2.1069699482407205,fish
ENSDARG00000002217,0.7223276497477149,0.48753617946722244,fish
ENSDARG00000002219,0.11350162912915829,1.9173276763651756,fish
ENSDARG00000002220,-0.20458180660682923,2.042204322289735,fish
ENSDARG00000002230,3.420437121383948,0.9955371044494975,fish
ENSDARG00000002235,2.3720848866475728,1.7164117351034125,fish
ENSDARG00000002240,3.4706591897981087,-0.7820639557795045,fish
ENSDARG00000002249,0.07566064920034249,-0.9892967884928108,fish
ENSDARG00000002255,3.523216266748228,-0.6736262264132282,fish
ENSDARG00000002259,-1.2758740582029582,2.132615727089666,fish
ENSDARG00000002264,1.4906729153404419,-0.8768639854617595,fish
ENSDARG00000002267,0.4877476627808023,-1.4770301445450302,fish
ENSDARG00000002271,3.0403733913786803,0.7713520522722676,fish
ENSDARG00000002285,0.5428178300377949,0.005627319018967349,fish
ENSDARG00000002293,-0.3388046425627597,1.6170234213525194,fish
ENSDARG00000002298,-5.271414599123875,-0.5322862713059872,fish
ENSDARG00000002300,-0.33770241908364956,-0.8784470133475474,fish
ENSDARG00000002304,-0.428939256451665,0.053968226565388036,fish
ENSDARG00000002305,0.7957540376076274,2.196316204608478,fish
ENSDARG00000002311,-1.7006066951011467,1.3112176492023477,fish
ENSDARG00000002330,-2.3771739974175548,-2.169621848428423,fish
ENSDARG00000002332,-0.09173417393595576,-2.1559499854662394,fish
ENSDARG00000002333,0.5541641187110082,-0.15320722068472897,fish
ENSDARG00000002336,-0.3507010579116399,-1.6973264394903638,fish
ENSDARG00000002339,-1.228104349109467,0.6545538288610064,fish
ENSDARG00000002344,4.476271712978821,1.6026011443512493,fish
ENSDARG00000002347,0.46775354865370355,0.9539849567614397,fish
ENSDARG00000002353,-1.0389656797721112,-1.5483101588475578,fish
ENSDARG00000002355,0.4272431828787147,0.23860904306562908,fish
ENSDARG00000002362,-1.9449248400208323,0.7793743573284762,fish
ENSDARG00000002365,0.7824381703970779,-3.038542274045841,fish
ENSDARG00000002369,3.9363737655430358,2.7740960724177324,fish
ENSDARG00000002377,0.45644195512246316,-2.4935940738744793,fish
ENSDARG00000002385,-0.9467670206329579,-0.44318009629842153,fish
ENSDARG00000002391,-0.34088245595917405,-2.2740457645430645,fish
ENSDARG00000002396,-0.7023005085760938,-0.08454800077707468,fish
ENSDARG00000002401,0.7033055443166261,1.2150363309077636,fish
ENSDARG00000002402,2.391998078028873,1.600941309859446,fish
ENSDARG00000002403,-0.16119151543733803,1.0554813223403565,fish
ENSDARG00000002405,0.7058780267519971,1.1918664507555978,fish
ENSDARG00000002406,-2.6418850745828886,-0.5327024197988997,fish
ENSDARG00000002411,-0.8823893783418063,-1.2121295696444263,fish
ENSDARG00000002445,0.16972390772372803,-0.2520921501988061,fish
ENSDARG00000002463,0.8337624496572928,0.8173428364949583,fish
ENSDARG00000002467,2.089903787434389,-2.4426252289359907,fish
ENSDARG00000002479,-0.7489744766331758,2.03048503400864,fish
ENSDARG00000002487,0.7315252935282649,-0.4624851517152641,fish
ENSDARG00000002494,-0.7751238301733256,-2.2044364003339596,fish
ENSDARG00000002506,-3.011002901033374,-2.5165411050124114,fish
ENSDARG00000002507,0.12304252570885876,1.4593973982274653,fish
ENSDARG00000002508,0.549697104333373,1.0498675873414565,fish
ENSDARG00000002509,-1.493614879334891,-1.298271587909611,fish
ENSDARG00000002510,2.6705455234574016,-0.2572757518768496,fish
ENSDARG00000002523,1.8472037115976423,3.986305389573811,fish
ENSDARG00000002533,1.6662089337976975,-2.0436847735552988,fish
ENSDARG00000002536,1.190037347534596,0.21163288922156265,fish
ENSDARG00000002538,0.6103329355420226,0.17615246055188338,fish
ENSDARG00000002546,-0.2955962692596591,0.3750706690181167,fish
ENSDARG00000002549,0.6499037280738583,-1.3605140032823224,fish
ENSDARG00000002552,-0.9947234744083728,0.5848380609424397,fish
ENSDARG00000002564,2.9894798428757032,3.1015533747027675,fish
ENSDARG00000002571,1.068429412395914,1.8553056705194841,fish
ENSDARG00000002576,2.7420099054796894,0.5957692694238071,fish
ENSDARG00000002582,2.324990340907692,-0.08720384597703326,fish
ENSDARG00000002587,4.374588708284976,1.7345991231409308,fish
ENSDARG00000002589,1.503063369756582,3.839527187133112,fish
ENSDARG00000002591,0.4483965688514867,2.9982575368103244,fish
ENSDARG00000002593,0.47507295891768564,-0.37245358755604363,fish
ENSDARG00000002597,0.4883493148157558,3.355199062668104,fish
ENSDARG00000002600,1.9020011974891367,0.3535841690412541,fish
ENSDARG00000002601,0.37800871282022586,-1.231999126562099,fish
ENSDARG00000002607,0.46416272772935613,-0.41164341254765885,fish
ENSDARG00000002609,2.682395909732134,-2.148915527596976,fish
ENSDARG00000002613,-0.8931569093156604,0.4843550143261668,fish
ENSDARG00000002632,4.77594602896537,3.1067906976957,fish
ENSDARG00000002635,1.2577850995708628,-1.5213881053640554,fish
ENSDARG00000002642,0.8907738857101726,2.081760521216063,fish
ENSDARG00000002644,2.9583668657712248,1.1733414870702317,fish
ENSDARG00000002656,0.7692239261579676,0.5946116332528613,fish
ENSDARG00000002659,0.8640021500152569,2.5278603834915168,fish
ENSDARG00000002663,-0.2596176434523815,0.5485539994180847,fish
ENSDARG00000002666,-0.5504806854353332,-1.7053361507019689,fish
ENSDARG00000002670,1.7561003603976608,-1.8865521997349586,fish
ENSDARG00000002682,0.7542523980007357,0.22341491345413703,fish
ENSDARG00000002685,-1.8994593336883179,-0.7751865110620019,fish
ENSDARG00000002690,-1.4490370062389386,1.094008249916248,fish
ENSDARG00000002696,1.8909807392476488,1.145161067380802,fish
ENSDARG00000002701,1.0448837112864946,-1.5773295491843244,fish
ENSDARG00000002707,-4.363486938262712,-0.6764177981276402,fish
ENSDARG00000002710,2.5461093035156686,3.7492333943578067,fish
ENSDARG00000002720,-0.29478708078066435,-0.29910527886574056,fish
ENSDARG00000002731,3.0787586199487857,1.36864709371802,fish
ENSDARG00000002732,0.21901330655902929,0.3987974126320511,fish
ENSDARG00000002745,1.1907337914484308,1.0386241391971145,fish
ENSDARG00000002748,0.9510091954455662,-1.5501127070533378,fish
ENSDARG00000002750,-2.2081307841264617,-1.129782561516993,fish
ENSDARG00000002754,-3.4758243262994615,-0.6094849569712241,fish
ENSDARG00000002758,-1.3022975241047752,-1.8890751709808056,fish
ENSDARG00000002760,3.4004007736467363,-2.146038429130059,fish
ENSDARG00000002764,-0.24177391883783406,-0.2016020572438235,fish
ENSDARG00000002768,4.745748130331162,4.20099455455645,fish
ENSDARG00000002771,1.0689794954188092,0.8482630512373621,fish
ENSDARG00000002779,0.5759605996564728,-2.189123834496419,fish
ENSDARG00000002787,2.68727341473157,1.1174983371432388,fish
ENSDARG00000002790,3.69470076725289,0.888056413497459,fish
ENSDARG00000002791,2.251150102147741,3.2843986547802295,fish
ENSDARG00000002792,0.4084699510255294,1.7072458030942308,fish
ENSDARG00000002795,-1.560527074475438,0.7794458207784304,fish
ENSDARG00000002797,-2.408199043626561,0.6702620748206372,fish
ENSDARG00000002798,1.1668986601268097,-0.3328758682373768,fish
ENSDARG00000002826,-2.350190098935286,-0.6298872860130487,fish
ENSDARG00000002830,0.3920968177701939,1.5859010336419774,fish
ENSDARG00000002831,1.1248014430652409,4.177347044589148,fish
ENSDARG00000002840,1.7258595625945448,1.3257861940588673,fish
ENSDARG00000002847,-3.1039696052210077,2.4061349842364197,fish
ENSDARG00000002872,-3.4926941461934495,0.16797053918360186,fish
ENSDARG00000002877,0.16157238510035193,2.7733607184742626,fish
ENSDARG00000002880,1.7881269255984111,-0.3887294472681422,fish
ENSDARG00000002894,-0.6693674324936387,1.0019436728043303,fish
ENSDARG00000002897,1.1292542323214683,0.6239617537853139,fish
ENSDARG00000002909,1.1172840819121623,2.1064357755062395,fish
ENSDARG00000002912,1.1078290192795037,-0.860407946459665,fish
ENSDARG00000002916,3.366197901058124,0.8447974674597469,fish
ENSDARG00000002917,-1.7839422932478985,-0.6616768310173184,fish
ENSDARG00000002933,1.1551721416029501,-3.9600732706994024,fish
ENSDARG00000002937,0.32873505640237016,-2.021610952010394,fish
ENSDARG00000002945,1.2180800336566557,0.05240604980247894,fish
ENSDARG00000002947,-0.2438689347712686,-0.3354421643713456,fish
ENSDARG00000002949,-2.057219348836068,0.49657271918827317,fish
ENSDARG00000002952,-0.8579688995925578,0.10029319812924148,fish
ENSDARG00000002956,-2.597064263775515,1.6799470672039123,fish
ENSDARG00000002959,-2.126911504809708,-0.792543556815987,fish
ENSDARG00000002967,-1.2537748591465263,1.5391309999099836,fish
ENSDARG00000002968,2.0366217268608846,4.048839224854261,fish
ENSDARG00000002970,2.5493459385704744,1.0494960913894886,fish
ENSDARG00000002971,1.0857741686226645,2.611846435357508,fish
ENSDARG00000002986,-2.578507333445505,1.2843570804655409,fish
ENSDARG00000002988,-0.07065539718317915,1.1620021575585764,fish
ENSDARG00000002991,-0.2731592941201099,-0.4690158180923427,fish
ENSDARG00000002994,2.2227246251643664,-1.8043718805002735,fish
ENSDARG00000003008,0.7729914426509474,0.5504080337603743,fish
ENSDARG00000003017,-0.7466321399901833,1.5680941732332108,fish
ENSDARG00000003021,0.9966828395875795,1.2733743786435276,fish
ENSDARG00000003027,-4.562091156687408,-0.8303116987445621,fish
ENSDARG00000003032,2.993356139979539,2.6001422802822565,fish
ENSDARG00000003035,0.2076500739678761,3.748782820090092,fish
ENSDARG00000003046,-0.7128340454461444,1.0077432137278484,fish
ENSDARG00000003054,2.7035380696655795,-2.655656666385242,fish
ENSDARG00000003058,-1.3671661547257397,1.5982076168017538,fish
ENSDARG00000003061,2.6156185763455575,-2.260596188485652,fish
ENSDARG00000003068,-0.5615195701030953,3.4937804593925676,fish
ENSDARG00000003069,2.1389442812482686,0.6264341338078618,fish
ENSDARG00000003077,0.5547911836584012,2.3596565006722443,fish
ENSDARG00000003081,5.204142948946713,4.193908943415381,fish
ENSDARG00000003084,0.9445632979755807,-3.1279014696749474,fish
ENSDARG00000003085,0.02980425619409927,-0.9735573030370513,fish
ENSDARG00000003087,1.4835734942832743,0.6150108617660903,fish
ENSDARG00000003090,-4.572346548801061,1.3974365808695048,fish
ENSDARG00000003091,1.1593180727590677,2.74868140591523,fish
ENSDARG00000003098,0.0683269776355497,-1.0767483255262678,fish
ENSDARG00000003109,-0.9239518908781689,1.8511204244183466,fish
ENSDARG00000003113,-0.889268961345176,0.8434511120159295,fish
ENSDARG00000003127,2.1170953986460024,3.4871150832930318,fish
ENSDARG00000003132,0.2686763126574707,0.7650543738711566,fish
ENSDARG00000003142,0.3180065805112253,-1.416493322004699,fish
ENSDARG00000003144,-1.0394061451799133,0.18361181475790528,fish
ENSDARG00000003146,-0.7276466597261617,-1.216479151076319,fish
ENSDARG00000003151,1.8833811392004343,1.3804611958738884,fish
ENSDARG00000003153,-0.5879864418057641,1.055664796756703,fish
ENSDARG00000003157,-0.353375423599795,-2.4467313984023913,fish
ENSDARG00000003165,2.9690699158027254,-0.212887737090993,fish
ENSDARG00000003167,-1.0495814946387045,-0.1619819147248078,fish
ENSDARG00000003169,2.2126881176898614,1.3476847439453699,fish
ENSDARG00000003175,0.818353739770279,-0.07025263508250941,fish
ENSDARG00000003181,0.4984636624176556,-0.5421797641643031,fish
ENSDARG00000003189,3.7758685455055576,0.677190033338896,fish
ENSDARG00000003193,-0.4794244352532605,1.4087485418729102,fish
ENSDARG00000003197,-0.5326968294477095,-0.6650307162227441,fish
ENSDARG00000003200,1.3842546780793445,0.70602906871151,fish
ENSDARG00000003203,1.632627707586238,0.9767040988772736,fish
ENSDARG00000003205,-1.4393699067700443,0.44590399708996775,fish
ENSDARG00000003206,0.23586995392553928,0.019621838999671768,fish
ENSDARG00000003207,-1.4728651615210993,-0.3391717150698585,fish
ENSDARG00000003208,0.9979227681513545,-0.7793510900424506,fish
ENSDARG00000003213,0.9417582685949245,-1.1217786912761751,fish
ENSDARG00000003216,1.6396094707333515,-0.33614105483055634,fish
ENSDARG00000003217,-3.572637421471966,0.011315906210646097,fish
ENSDARG00000003219,-0.11506980367102462,1.3720652325469562,fish
ENSDARG00000003229,-1.7566457493761667,-2.2199031828444284,fish
ENSDARG00000003235,0.4663691187354832,-0.9045399474414526,fish
ENSDARG00000003244,-2.3734805488894875,0.8664054991153728,fish
ENSDARG00000003250,0.06663742240567044,-0.2062746200428189,fish
ENSDARG00000003251,0.888600410360122,-0.40319959905829583,fish
ENSDARG00000003257,-1.8181588774011068,-1.3902998651286178,fish
ENSDARG00000003259,-0.2714471489172645,-1.6733653726873399,fish
ENSDARG00000003269,4.205669335505772,-1.1847950169730448,fish
ENSDARG00000003270,2.00281667559456,0.018357800866767485,fish
ENSDARG00000003281,0.7398837359009596,0.12337443412689522,fish
ENSDARG00000003287,-0.12007713748766793,0.2963284106297586,fish
ENSDARG00000003290,0.5804412376440113,0.3582710473568626,fish
ENSDARG00000003293,4.036564953742622,-2.9011751606670106,fish
ENSDARG00000003303,1.4591259783699275,-1.8835938438622202,fish
ENSDARG00000003307,-0.7641739687774417,-0.5957253738207929,fish
ENSDARG00000003308,1.6368853842466833,-0.6498044525484586,fish
ENSDARG00000003311,0.5704219170784293,-0.980185387208942,fish
ENSDARG00000003313,1.157089442525763,1.2181209704768117,fish
ENSDARG00000003320,1.767374462213698,0.005295333465555099,fish
ENSDARG00000003326,-0.11593682223308782,1.0072890664604397,fish
ENSDARG00000003328,-2.2302687840342985,-0.26050211049153166,fish
ENSDARG00000003344,1.1060742256374623,0.10889876207020799,fish
ENSDARG00000003373,1.2759739698676065,-2.244970986012341,fish
ENSDARG00000003375,1.431410030047757,-0.20162893887672861,fish
ENSDARG00000003380,-1.8940570108377524,1.0382484926024684,fish
ENSDARG00000003381,-1.7369541984443082,2.1610541836957826,fish
ENSDARG00000003382,-0.30899248614747543,-1.6722658076702897,fish
ENSDARG00000003383,2.062914736430319,-0.23856693548312624,fish
ENSDARG00000003395,0.1882008928989624,4.69264444204113,fish
ENSDARG00000003398,0.35956393691569744,0.4961382410150934,fish
ENSDARG00000003399,-0.601795886188472,-2.935999915116301,fish
ENSDARG00000003403,1.1360988005247006,-0.3844191519873102,fish
ENSDARG00000003411,1.3351149861872136,-1.6831661041095038,fish
ENSDARG00000003420,1.1781925594885485,1.1824400776363166,fish
ENSDARG00000003421,2.0379502658357382,1.0339056528851942,fish
ENSDARG00000003429,1.9207127098464793,0.8697842673999614,fish
ENSDARG00000003444,1.0004285770779213,1.5725964445203626,fish
ENSDARG00000003446,-1.5787522795296838,-1.8927142840182305,fish
ENSDARG00000003449,-0.33871996750680083,-0.8071497597028836,fish
ENSDARG00000003462,1.7776755695505386,-1.3953553586197067,fish
ENSDARG00000003469,0.7676815450585862,1.3590173401667998,fish
ENSDARG00000003475,-2.628710815434454,1.4607175209212988,fish
ENSDARG00000003486,2.118740593479251,0.24897657105600224,fish
ENSDARG00000003487,1.625790911465279,0.6386769863316469,fish
ENSDARG00000003495,0.8700626095004707,1.0806185951214808,fish
ENSDARG00000003512,0.4347456251783818,0.08447904239649207,fish
ENSDARG00000003517,0.18517882945945607,2.492525748314052,fish
ENSDARG00000003519,-0.6725683376609022,2.124593684679206,fish
ENSDARG00000003520,-1.8210284625515931,1.3335445753938076,fish
ENSDARG00000003523,-0.7843470269417866,1.5243892833940602,fish
ENSDARG00000003526,0.0863133657342739,3.393172972533958,fish
ENSDARG00000003527,-0.7871629307444501,0.3227050751171558,fish
ENSDARG00000003531,-0.2562582917063041,1.2131106243136343,fish
ENSDARG00000003533,-0.2172356367342419,4.9237344428924485,fish
ENSDARG00000003544,3.182560797376778,-0.8221562437265296,fish
ENSDARG00000003553,0.8879570794626012,-3.5059742071643374,fish
ENSDARG00000003564,0.6984060628827489,0.8359372348916021,fish
ENSDARG00000003570,2.065439110273425,2.6025985839455976,fish
ENSDARG00000003573,-0.6994517952609841,-1.4588470823709399,fish
ENSDARG00000003576,0.9404506354680088,-1.7860717549933427,fish
ENSDARG00000003584,-2.2391163532024847,0.9383183853930748,fish
ENSDARG00000003592,-1.6820499479466995,0.767230262379788,fish
ENSDARG00000003599,3.890319165706323,1.4761043539386347,fish
ENSDARG00000003607,3.6754346954483212,-0.5148288638420752,fish
ENSDARG00000003615,0.3599328402407954,2.470226801577534,fish
ENSDARG00000003616,0.09138333440688207,-1.640632800833406,fish
